Year;pop;ISO3166_alpha3;ISO3166_numeric;Region;SubRegion;OPEC;EU;OECD;co2_mtco2;coalprod_mtoe;gasprod_mtoe;oilprod_mt
2001;8.197279;AZE;31;CIS;CIS;0;0;0;26.15466415;;4.336451858;14.979
2002;8.277015;AZE;31;CIS;CIS;0;0;0;25.87789039;;4.022094725;15.334
2003;8.361359;AZE;31;CIS;CIS;0;0;0;27.93936014;;4.00952044;15.378
2004;8.448882;AZE;31;CIS;CIS;0;0;0;30.81578353;;3.9064113;15.459
2005;8.538606;AZE;31;CIS;CIS;0;0;0;33.50486618;;4.805137385;22.2142
2006;8.630195;AZE;31;CIS;CIS;0;0;0;33.22872807;;5.669661414;32.2676
2007;8.724304;AZE;31;CIS;CIS;0;0;0;29.94065064;;9.080394387;43.3599
2008;8.821908;AZE;31;CIS;CIS;0;0;0;29.61262545;;13.69465412;45.3289
2009;8.924407;AZE;31;CIS;CIS;0;0;0;25.93828823;;13.68308578;50.8666
2010;9.032457;AZE;31;CIS;CIS;0;0;0;24.86063055;;13.97648577;51.3173
2011;9.146379;AZE;31;CIS;CIS;0;0;0;28.54377891;;13.71552744;46.095
2012;9.264917;AZE;31;CIS;CIS;0;0;0;29.59243802;;14.45380564;43.7383
2013;9.385293;AZE;31;CIS;CIS;0;0;0;30.24241699;;15.00120619;43.845
2014;9.503771;AZE;31;CIS;CIS;0;0;0;31.03940341;;15.80746131;42.5129
2015;9.617484;AZE;31;CIS;CIS;0;0;0;33.7635178;;16.1513779;42.0199
2016;9.725376;AZE;31;CIS;CIS;0;0;0;33.2189507;;15.71585555;41.4276
2017;9.827589;AZE;31;CIS;CIS;0;0;0;32.19433379;;15.26967111;39.0574
2018;9.923914;AZE;31;CIS;CIS;0;0;0;31.75893067;;16.12937876;39.168
1965;0.187431;BHR;48;Middle East;Middle East;0;0;0;;;;
1966;0.19178;BHR;48;Middle East;Middle East;0;0;0;;;;
1967;0.196063;BHR;48;Middle East;Middle East;0;0;0;;;;
1968;0.200653;BHR;48;Middle East;Middle East;0;0;0;;;;
1969;0.206043;BHR;48;Middle East;Middle East;0;0;0;;;;
1970;0.212605;BHR;48;Middle East;Middle East;0;0;0;;;0.559;
1971;0.220312;BHR;48;Middle East;Middle East;0;0;0;;;0.815;
1972;0.229155;BHR;48;Middle East;Middle East;0;0;0;;;1.017;
1973;0.239527;BHR;48;Middle East;Middle East;0;0;0;;;1.442;
1974;0.251911;BHR;48;Middle East;Middle East;0;0;0;;;1.778;
1975;0.266543;BHR;48;Middle East;Middle East;0;0;0;;;1.871;
1976;0.283752;BHR;48;Middle East;Middle East;0;0;0;;;1.961;
1977;0.303175;BHR;48;Middle East;Middle East;0;0;0;;;2.127;
1978;0.323473;BHR;48;Middle East;Middle East;0;0;0;;;2.337;
1979;0.342798;BHR;48;Middle East;Middle East;0;0;0;;;2.591;
1980;0.359888;BHR;48;Middle East;Middle East;0;0;0;;;2.103;
1981;0.37412;BHR;48;Middle East;Middle East;0;0;0;;;sty.95;
1982;0.38595;BHR;48;Middle East;Middle East;0;0;0;;;3.079;
1983;0.396454;BHR;48;Middle East;Middle East;0;0;0;;;3.227;
1984;0.407227;BHR;48;Middle East;Middle East;0;0;0;;;3.325;
1985;0.41943;BHR;48;Middle East;Middle East;0;0;0;;;4.059;
1986;0.433482;BHR;48;Middle East;Middle East;0;0;0;;;4.647;
1987;0.448973;BHR;48;Middle East;Middle East;0;0;0;;;4.515;
1988;0.465202;BHR;48;Middle East;Middle East;0;0;0;;;4.796;
1989;0.48109;BHR;48;Middle East;Middle East;0;0;0;;;4.989;
1990;0.495931;BHR;48;Middle East;Middle East;0;0;0;;;5.225;
1991;0.509765;BHR;48;Middle East;Middle East;0;0;0;;;4.981;
1992;0.523087;BHR;48;Middle East;Middle East;0;0;0;;;maj.82;
1993;0.536213;BHR;48;Middle East;Middle East;0;0;0;;;6.234;
1994;0.549588;BHR;48;Middle East;Middle East;0;0;0;;;6.382;
1995;0.563699;BHR;48;Middle East;Middle East;0;0;0;;;6.488;
1996;0.578668;BHR;48;Middle East;Middle East;0;0;0;;;6.681;
1997;0.59493;BHR;48;Middle East;Middle East;0;0;0;;;7.173;
1998;0.613702;BHR;48;Middle East;Middle East;0;0;0;;;7.542;
1999;0.636545;BHR;48;Middle East;Middle East;0;0;0;;;7.804;
2000;0.664614;BHR;48;Middle East;Middle East;0;0;0;;;7.889;
2001;0.697549;BHR;48;Middle East;Middle East;0;0;0;;;8.215;
2002;0.735148;BHR;48;Middle East;Middle East;0;0;0;;;8.512;
2003;0.778711;BHR;48;Middle East;Middle East;0;0;0;;;8.665;
2004;0.829848;BHR;48;Middle East;Middle East;0;0;0;;;7.970669724;
2005;0.889168;BHR;48;Middle East;Middle East;0;0;0;;;8.748310571;
2006;0.958414;BHR;48;Middle East;Middle East;0;0;0;;;9.254692314;
2007;1.035891;BHR;48;Middle East;Middle East;0;0;0;;;9.629085409;
2008;1.11459;BHR;48;Middle East;Middle East;0;0;0;;;10.33325733;
2009;1.185029;BHR;48;Middle East;Middle East;0;0;0;;;10.43293586;
2010;1.240862;BHR;48;Middle East;Middle East;0;0;0;;;10.68672061;
2011;1.278269;BHR;48;Middle East;Middle East;0;0;0;;;10.85475429;
2012;1.300217;BHR;48;Middle East;Middle East;0;0;0;;;11.2225748;
2013;1.315411;BHR;48;Middle East;Middle East;0;0;0;;;12.00157339;
2014;1.336397;BHR;48;Middle East;Middle East;0;0;0;;;12.63673671;
2015;1.371855;BHR;48;Middle East;Middle East;0;0;0;;;12.68882994;
2016;1.425171;BHR;48;Middle East;Middle East;0;0;0;;;12.38737408;
2017;1.492584;BHR;48;Middle East;Middle East;0;0;0;;;12.43879883;
2018;1.566993;BHR;48;Middle East;Middle East;0;0;0;;;12.75816137;
1965;55.834038;BGD;50;Asia Pacific;Asia Pacific;0;0;0;;;;
1966;57.67299;BGD;50;Asia Pacific;Asia Pacific;0;0;0;;;;
1967;59.620669;BGD;50;Asia Pacific;Asia Pacific;0;0;0;;;;
1968;61.579473;BGD;50;Asia Pacific;Asia Pacific;0;0;0;;;;
1969;63.417394;BGD;50;Asia Pacific;Asia Pacific;0;0;0;;;;
1970;65.04777;BGD;50;Asia Pacific;Asia Pacific;0;0;0;;;0;
1971;66.424744;BGD;50;Asia Pacific;Asia Pacific;0;0;0;2.156197311;;0;
1972;67.59747;BGD;50;Asia Pacific;Asia Pacific;0;0;0;3.325217631;;0.378;
1973;68.691185;BGD;50;Asia Pacific;Asia Pacific;0;0;0;3.832441097;;0.523;
1974;69.88442;BGD;50;Asia Pacific;Asia Pacific;0;0;0;4.063948624;;0.575;
1975;71.305923;BGD;50;Asia Pacific;Asia Pacific;0;0;0;4.90319339;;0.578;
1976;72.999136;BGD;50;Asia Pacific;Asia Pacific;0;0;0;5.117005231;;0.761;
1977;74.925896;BGD;50;Asia Pacific;Asia Pacific;0;0;0;5.349365641;;0.849;
1978;77.033846;BGD;50;Asia Pacific;Asia Pacific;0;0;0;5.814699732;;0.937;
1979;79.236776;BGD;50;Asia Pacific;Asia Pacific;0;0;0;6.424315141;;1.078;
1980;81.47086;BGD;50;Asia Pacific;Asia Pacific;0;0;0;7.322419484;;1.214;
1981;83.721268;BGD;50;Asia Pacific;Asia Pacific;0;0;0;7.463858722;;1.170580961;
1982;86.007331;BGD;50;Asia Pacific;Asia Pacific;0;0;0;7.851134529;;1.51976327;
1983;88.338242;BGD;50;Asia Pacific;Asia Pacific;0;0;0;7.482268837;;1.691073517;
1984;90.732362;BGD;50;Asia Pacific;Asia Pacific;0;0;0;7.595266855;;1.951905671;
1985;93.199865;BGD;50;Asia Pacific;Asia Pacific;0;0;0;8.883230637;;2.216721784;
1986;95.742431;BGD;50;Asia Pacific;Asia Pacific;0;0;0;9.734380793;;2.499582889;
1987;98.343809;BGD;50;Asia Pacific;Asia Pacific;0;0;0;10.64356424;;2.936881002;
1988;100.975321;BGD;50;Asia Pacific;Asia Pacific;0;0;0;10.89248704;;3.456670506;
1989;103.599232;BGD;50;Asia Pacific;Asia Pacific;0;0;0;11.76163332;;3.654228014;
1990;106.188642;BGD;50;Asia Pacific;Asia Pacific;0;0;0;12.75364905;;3.933105159;
1991;108.727432;BGD;50;Asia Pacific;Asia Pacific;0;0;0;12.02565021;;4.050514781;
1992;111.221938;BGD;50;Asia Pacific;Asia Pacific;0;0;0;13.08587615;;4.41703903;
1993;113.695139;BGD;50;Asia Pacific;Asia Pacific;0;0;0;14.14575586;;4.944327752;
1994;116.182267;BGD;50;Asia Pacific;Asia Pacific;0;0;0;14.84279578;;5.243827745;
1995;118.706871;BGD;50;Asia Pacific;Asia Pacific;0;0;0;18.2219622;;5.797363727;
1996;121.269645;BGD;50;Asia Pacific;Asia Pacific;0;0;0;18.42404636;;6.222241261;
1997;123.85464;BGD;50;Asia Pacific;Asia Pacific;0;0;0;20.81741071;;6.116314816;
1998;126.447965;BGD;50;Asia Pacific;Asia Pacific;0;0;0;21.14525875;;6.609154007;
1999;129.029691;BGD;50;Asia Pacific;Asia Pacific;0;0;0;21.88956324;;7.205810489;
2000;131.581243;BGD;50;Asia Pacific;Asia Pacific;0;0;0;23.51299877;;7.788640289;
2001;134.10716;BGD;50;Asia Pacific;Asia Pacific;0;0;0;27.68354148;;8.7215898;
2002;136.600667;BGD;50;Asia Pacific;Asia Pacific;0;0;0;29.67206371;;9.175526801;
2003;139.019001;BGD;50;Asia Pacific;Asia Pacific;0;0;0;30.75008152;;9.869673109;
2004;141.307489;BGD;50;Asia Pacific;Asia Pacific;0;0;0;33.01238613;;10.61068953;
2005;143.431101;BGD;50;Asia Pacific;Asia Pacific;0;0;0;35.43346103;;11.40443481;
2006;145.368004;BGD;50;Asia Pacific;Asia Pacific;0;0;0;37.96232047;;12.3502736;
2007;147.139191;BGD;50;Asia Pacific;Asia Pacific;0;0;0;39.69187506;;13.18690504;
2008;148.805814;BGD;50;Asia Pacific;Asia Pacific;0;0;0;43.01006859;;14.08118671;
2009;150.454708;BGD;50;Asia Pacific;Asia Pacific;0;0;0;47.67051406;;16.11929348;
2010;152.149102;BGD;50;Asia Pacific;Asia Pacific;0;0;0;50.82109817;;16.55522539;
2011;153.911916;BGD;50;Asia Pacific;Asia Pacific;0;0;0;54.97627121;;16.8376178;
2012;155.727053;BGD;50;Asia Pacific;Asia Pacific;0;0;0;60.34718864;;18.34589789;
2013;157.571292;BGD;50;Asia Pacific;Asia Pacific;0;0;0;61.59700165;;18.87599882;
2014;159.405279;BGD;50;Asia Pacific;Asia Pacific;0;0;0;66.01910713;;19.79559035;
2015;161.200886;BGD;50;Asia Pacific;Asia Pacific;0;0;0;78.02156619;;22.23049249;
2016;162.95156;BGD;50;Asia Pacific;Asia Pacific;0;0;0;79.16517088;;22.74372018;
2017;164.669751;BGD;50;Asia Pacific;Asia Pacific;0;0;0;82.71658771;;22.92182659;
2018;166.368149;BGD;50;Asia Pacific;Asia Pacific;0;0;0;90.42494432;;23.6613987;
1965;8.568454;BLR;112;CIS;CIS;0;0;0;;;;
1966;8.650318;BLR;112;CIS;CIS;0;0;0;;;;
1967;8.734042;BLR;112;CIS;CIS;0;0;0;;;;
1968;8.817942;BLR;112;CIS;CIS;0;0;0;;;;
1969;8.899691;BLR;112;CIS;CIS;0;0;0;;;;
1970;8.977639;BLR;112;CIS;CIS;0;0;0;;;;
1971;9.051218;BLR;112;CIS;CIS;0;0;0;;;;
1972;9.120964;BLR;112;CIS;CIS;0;0;0;;;;
1973;9.187675;BLR;112;CIS;CIS;0;0;0;;;;
1974;9.252678;BLR;112;CIS;CIS;0;0;0;;;;
1975;9.316955;BLR;112;CIS;CIS;0;0;0;;;;
1976;9.380452;BLR;112;CIS;CIS;0;0;0;;;;
1977;9.443001;BLR;112;CIS;CIS;0;0;0;;;;
1978;9.505452;BLR;112;CIS;CIS;0;0;0;;;;
1979;9.568883;BLR;112;CIS;CIS;0;0;0;;;;
1980;9.633888;BLR;112;CIS;CIS;0;0;0;;;;
1981;9.700245;BLR;112;CIS;CIS;0;0;0;;;;
1982;9.76726;BLR;112;CIS;CIS;0;0;0;;;;
1983;9.834424;BLR;112;CIS;CIS;0;0;0;;;;
1984;9.901045;BLR;112;CIS;CIS;0;0;0;;;;
1985;9.966154;BLR;112;CIS;CIS;0;0;0;89.61679634;;;
1986;10.030068;BLR;112;CIS;CIS;0;0;0;102.2579037;;;
1987;10.091633;BLR;112;CIS;CIS;0;0;0;102.6754855;;;
1988;10.146632;BLR;112;CIS;CIS;0;0;0;103.3876652;;;
1989;10.189615;BLR;112;CIS;CIS;0;0;0;99.30986353;;;
1990;10.216846;BLR;112;CIS;CIS;0;0;0;94.10305074;;;
1991;10.226493;BLR;112;CIS;CIS;0;0;0;94.63194792;;;
1992;10.219918;BLR;112;CIS;CIS;0;0;0;87.90104228;;;
1993;10.20051;BLR;112;CIS;CIS;0;0;0;74.06841173;;;
1994;10.173355;BLR;112;CIS;CIS;0;0;0;61.88262887;;;
1995;10.142308;BLR;112;CIS;CIS;0;0;0;53.78693196;;;
1996;10.109072;BLR;112;CIS;CIS;0;0;0;55.15632963;;;
1997;10.073061;BLR;112;CIS;CIS;0;0;0;55.86017001;;;
1998;10.033061;BLR;112;CIS;CIS;0;0;0;54.48808033;;;
1999;9.986933;BLR;112;CIS;CIS;0;0;0;52.16995315;;;
2000;9.933609;BLR;112;CIS;CIS;0;0;0;51.0086764;;;
2001;9.872961;BLR;112;CIS;CIS;0;0;0;48.69505049;;;
2002;9.807132;BLR;112;CIS;CIS;0;0;0;48.87728078;;;
2003;9.740054;BLR;112;CIS;CIS;0;0;0;47.75241554;;;
2004;9.676902;BLR;112;CIS;CIS;0;0;0;54.69009874;;;
2005;9.621543;BLR;112;CIS;CIS;0;0;0;55.7602282;;;
2006;9.575043;BLR;112;CIS;CIS;0;0;0;57.89294375;;;
2007;9.536864;BLR;112;CIS;CIS;0;0;0;56.73491403;;;
2008;9.507331;BLR;112;CIS;CIS;0;0;0;59.42175511;;;
2009;9.486239;BLR;112;CIS;CIS;0;0;0;57.15088113;;;
2010;9.473071;BLR;112;CIS;CIS;0;0;0;60.21499505;;;
2011;wrz.85;BLR;112;CIS;CIS;0;0;0;57.05629199;;;
2012;9.47173;BLR;112;CIS;CIS;0;0;0;58.54461914;;;
2013;9.478902;BLR;112;CIS;CIS;0;0;0;58.13073666;;;
2014;9.484851;BLR;112;CIS;CIS;0;0;0;57.26272098;;;
2015;9.485772;BLR;112;CIS;CIS;0;0;0;53.07724174;;;
2016;9.480042;BLR;112;CIS;CIS;0;0;0;53.44930279;;;
2017;9.468338;BLR;112;CIS;CIS;0;0;0;53.98214265;;;
2018;9.452113;BLR;112;CIS;CIS;0;0;0;56.64900299;;;
1965;9.443939;BEL;56;Europe;Europe;0;1;1;124.8557639;;;
1966;9.488753;BEL;56;Europe;Europe;0;1;1;118.6254965;;;
1967;9.529042;BEL;56;Europe;Europe;0;1;1;123.5087581;;;
1968;9.565595;BEL;56;Europe;Europe;0;1;1;135.1151845;;;
1969;9.599651;BEL;56;Europe;Europe;0;1;1;144.4577037;;;
1970;9.63218;BEL;56;Europe;Europe;0;1;1;149.0000908;;;
1971;9.663324;BEL;56;Europe;Europe;0;1;1;142.1477826;;;
1972;9.692846;BEL;56;Europe;Europe;0;1;1;149.3094692;;;
1973;9.720761;BEL;56;Europe;Europe;0;1;1;147.172137;;;
1974;9.74702;BEL;56;Europe;Europe;0;1;1;141.3654667;;;
1975;9.771586;BEL;56;Europe;Europe;0;1;1;126.0175376;;;
1976;9.794777;BEL;56;Europe;Europe;0;1;1;131.796978;;;
1977;9.816696;BEL;56;Europe;Europe;0;1;1;131.1805336;;;
1978;9.836814;BEL;56;Europe;Europe;0;1;1;136.7720943;;;
1979;9.854377;BEL;56;Europe;Europe;0;1;1;142.0195416;;;
1980;9.868995;BEL;56;Europe;Europe;0;1;1;135.7927897;;;
1981;9.880592;BEL;56;Europe;Europe;0;1;1;129.0608055;;;
1982;9.889824;BEL;56;Europe;Europe;0;1;1;121.8705431;;;
1983;9.89788;BEL;56;Europe;Europe;0;1;1;109.1830145;;;
1984;9.906371;BEL;56;Europe;Europe;0;1;1;113.138888;;;
1985;9.916578;BEL;56;Europe;Europe;0;1;1;113.7652227;;;
1986;9.928542;BEL;56;Europe;Europe;0;1;1;113.7236393;;;
1987;9.942289;BEL;56;Europe;Europe;0;1;1;115.2147555;;;
1988;9.95902;BEL;56;Europe;Europe;0;1;1;117.1885935;;;
1989;9.980176;BEL;56;Europe;Europe;0;1;1;119.7502956;;;
1990;10.006544;BEL;56;Europe;Europe;0;1;1;128.5358124;;;
1991;10.039445;BEL;56;Europe;Europe;0;1;1;132.966958;;;
1992;10.078101;BEL;56;Europe;Europe;0;1;1;130.133361;;;
1993;10.118674;BEL;56;Europe;Europe;0;1;1;128.1144681;;;
1994;10.155919;BEL;56;Europe;Europe;0;1;1;131.9949729;;;
1995;10.186305;BEL;56;Europe;Europe;0;1;1;130.7941718;;;
1996;10.208275;BEL;56;Europe;Europe;0;1;1;139.3718771;;;
1997;10.223789;BEL;56;Europe;Europe;0;1;1;137.7681996;;;
1998;10.237299;BEL;56;Europe;Europe;0;1;1;142.0064903;;;
1999;10.25516;BEL;56;Europe;Europe;0;1;1;135.2827086;;;
2000;10.282033;BEL;56;Europe;Europe;0;1;1;139.0640456;;;
2001;10.319019;BEL;56;Europe;Europe;0;1;1;139.2040113;;;
2002;10.364885;BEL;56;Europe;Europe;0;1;1;137.13346;;;
2003;10.419032;BEL;56;Europe;Europe;0;1;1;144.2137275;;;
2004;10.480117;BEL;56;Europe;Europe;0;1;1;142.9953765;;;
2005;10.546886;BEL;56;Europe;Europe;0;1;1;138.9584165;;;
2006;10.619567;BEL;56;Europe;Europe;0;1;1;141.0628038;;;
2007;10.697835;BEL;56;Europe;Europe;0;1;1;140.7553849;;;
2008;10.779173;BEL;56;Europe;Europe;0;1;1;142.3468463;;;
2009;10.86029;BEL;56;Europe;Europe;0;1;1;129.8047827;;;
2010;10.938739;BEL;56;Europe;Europe;0;1;1;138.4224135;;;
2011;11.013083;BEL;56;Europe;Europe;0;1;1;125.1148401;;;
2012;11.08355;BEL;56;Europe;Europe;0;1;1;120.9085273;;;
2013;11.151512;BEL;56;Europe;Europe;0;1;1;121.8398256;;;
2014;11.219161;BEL;56;Europe;Europe;0;1;1;114.1833427;;;
2015;11.28794;BEL;56;Europe;Europe;0;1;1;121.3049836;;;
2016;11.358379;BEL;56;Europe;Europe;0;1;1;123.2382949;;;
2017;11.429336;BEL;56;Europe;Europe;0;1;1;125.9795354;;;
2018;11.498519;BEL;56;Europe;Europe;0;1;1;129.5907424;;;
1970;4.505778;BOL;68;S. & Cent. America;South America;0;0;0;;;0.036;
1971;4.600591;BOL;68;S. & Cent. America;South America;0;0;0;;;0.036;
1972;4.698083;BOL;68;S. & Cent. America;South America;0;0;0;;;0.96;
1973;4.798509;BOL;68;S. & Cent. America;South America;0;0;0;;;sty.48;
1974;4.902168;BOL;68;S. & Cent. America;South America;0;0;0;;;1.549;
1975;5.009257;BOL;68;S. & Cent. America;South America;0;0;0;;;1.527;
1976;5.119833;BOL;68;S. & Cent. America;South America;0;0;0;;;1.574;
1977;5.233677;BOL;68;S. & Cent. America;South America;0;0;0;;;1.661;
1978;5.350322;BOL;68;S. & Cent. America;South America;0;0;0;;;1.637;
1979;5.469123;BOL;68;S. & Cent. America;South America;0;0;0;;;sty.79;
1980;5.589575;BOL;68;S. & Cent. America;South America;0;0;0;;;2.195;
1981;5.711599;BOL;68;S. & Cent. America;South America;0;0;0;;;2.341;
1982;5.835182;BOL;68;S. & Cent. America;South America;0;0;0;;;2.428;
1983;5.95996;BOL;68;S. & Cent. America;South America;0;0;0;;;2.331;
1984;6.085496;BOL;68;S. & Cent. America;South America;0;0;0;;;2.242;
1985;6.21155;BOL;68;S. & Cent. America;South America;0;0;0;;;2.222;
1986;6.337893;BOL;68;S. & Cent. America;South America;0;0;0;;;2.263;
1987;6.464732;BOL;68;S. & Cent. America;South America;0;0;0;;;2.367;
1988;6.592787;BOL;68;S. & Cent. America;South America;0;0;0;;;2.502;
1989;6.723046;BOL;68;S. & Cent. America;South America;0;0;0;;;2.639;
1990;6.856244;BOL;68;S. & Cent. America;South America;0;0;0;;;2.697;
1991;6.992521;BOL;68;S. & Cent. America;South America;0;0;0;;;2.681;
1992;7.131707;BOL;68;S. & Cent. America;South America;0;0;0;;;2.434327922;
1993;7.273825;BOL;68;S. & Cent. America;South America;0;0;0;;;2.428790873;
1994;7.418861;BOL;68;S. & Cent. America;South America;0;0;0;;;2.618934227;
1995;7.566714;BOL;68;S. & Cent. America;South America;0;0;0;;;2.616824528;
1996;7.717443;BOL;68;S. & Cent. America;South America;0;0;0;;;2.642572301;
1997;7.870855;BOL;68;S. & Cent. America;South America;0;0;0;;;2.227381693;
1998;8.026254;BOL;68;S. & Cent. America;South America;0;0;0;;;2.326311518;
1999;8.182712;BOL;68;S. & Cent. America;South America;0;0;0;;;1.873092051;
2000;8.339512;BOL;68;S. & Cent. America;South America;0;0;0;;;2.684782965;
2001;8.496375;BOL;68;S. & Cent. America;South America;0;0;0;;;3.909798207;
2002;8.653345;BOL;68;S. & Cent. America;South America;0;0;0;;;5.00932571;
2003;8.81042;BOL;68;S. & Cent. America;South America;0;0;0;;;5.756997983;
2004;8.967741;BOL;68;S. & Cent. America;South America;0;0;0;;;8.099639169;
2005;9.125409;BOL;68;S. & Cent. America;South America;0;0;0;;;9.99276126;
2006;9.283334;BOL;68;S. & Cent. America;South America;0;0;0;;;10.7010257;
2007;9.441444;BOL;68;S. & Cent. America;South America;0;0;0;;;11.46190245;
2008;9.599855;BOL;68;S. & Cent. America;South America;0;0;0;;;11.85900166;
2009;9.758748;BOL;68;S. & Cent. America;South America;0;0;0;;;10.21632357;
2010;9.918242;BOL;68;S. & Cent. America;South America;0;0;0;;;11.79234937;
2011;10.078343;BOL;68;S. & Cent. America;South America;0;0;0;;;12.92691423;
2012;10.239004;BOL;68;S. & Cent. America;South America;0;0;0;;;14.73756116;
2013;10.400264;BOL;68;S. & Cent. America;South America;0;0;0;;;16.83186945;
2014;10.562159;BOL;68;S. & Cent. America;South America;0;0;0;;;17.43493089;
2015;10.724705;BOL;68;S. & Cent. America;South America;0;0;0;;;16.81908485;
2016;10.887882;BOL;68;S. & Cent. America;South America;0;0;0;;;15.12496337;
2017;11.0516;BOL;68;S. & Cent. America;South America;0;0;0;;;14.69092431;
2018;11.215674;BOL;68;S. & Cent. America;South America;0;0;0;;;13.72440096;
1965;83.49802;BRA;76;S. & Cent. America;South America;0;0;0;51.4787208;;;5.041585791
1966;85.837799;BRA;76;S. & Cent. America;South America;0;0;0;56.11460506;;;6.155684628
1967;88.191378;BRA;76;S. & Cent. America;South America;0;0;0;57.98526003;;;7.747254396
1968;90.557064;BRA;76;S. & Cent. America;South America;0;0;0;68.09171488;;;8.513247192
1969;92.935072;BRA;76;S. & Cent. America;South America;0;0;0;74.25266358;;;9.285771838
1970;95.326793;BRA;76;S. & Cent. America;South America;0;0;0;84.1114015;;0.069734513;8.792737109
1971;97.728961;BRA;76;S. & Cent. America;South America;0;0;0;92.48679897;;0.11070354;9.203948291
1972;100.143598;BRA;76;S. & Cent. America;South America;0;0;0;104.0668376;;0.150800885;9.028128802
1973;102.584278;BRA;76;S. & Cent. America;South America;0;0;0;124.2986112;;0.17259292;9.155847393
1974;105.069367;BRA;76;S. & Cent. America;South America;0;0;0;134.1253165;;0.332110619;9.553835166
1975;107.6121;BRA;76;S. & Cent. America;South America;0;0;0;140.096121;;0.361747788;9.310971703
1976;110.213082;BRA;76;S. & Cent. America;South America;0;0;0;150.5210651;;0.416663717;9.067629128
1977;112.867867;BRA;76;S. & Cent. America;South America;0;0;0;157.0304503;;0.518650442;8.737729016
1978;115.577669;BRA;76;S. & Cent. America;South America;0;0;0;169.5021274;;0.682526549;8.688321486
1979;118.342626;BRA;76;S. & Cent. America;South America;0;0;0;177.7371946;;0.747902655;9.000587031
1980;121.159761;BRA;76;S. & Cent. America;South America;0;0;0;176.8753895;;0.87429646;9.880955109
1981;124.030908;BRA;76;S. & Cent. America;South America;0;0;0;168.485433;2.9014668;0.784513274;11.54008834
1982;126.947365;BRA;76;S. & Cent. America;South America;0;0;0;168.8071946;3.1981983;1.120982301;14.06219835
1983;129.882321;BRA;76;S. & Cent. America;South America;0;0;0;163.5493369;3.4122077;1.515853982;17.82896316
1984;132.800684;BRA;76;S. & Cent. America;South America;0;0;0;170.1773545;3.8296808;1.764283186;24.95598138
1985;135.676281;BRA;76;S. & Cent. America;South America;0;0;0;177.5995508;3.9083278;2.213199115;29.47046181
1986;138.499464;BRA;76;S. & Cent. America;South America;0;0;0;191.9446372;3.706083;2.577561947;30.9863605
1987;141.273488;BRA;76;S. & Cent. America;South America;0;0;0;197.7102365;3.3761719;2.879163717;30.82644258
1988;144.001542;BRA;76;S. & Cent. America;South America;0;0;0;201.8329304;3.6778385;2.897469027;30.12409667
1989;146.691981;BRA;76;S. & Cent. America;South America;0;0;0;205.6954731;3.3193016;2.970690265;32.17244813
1990;149.352145;BRA;76;S. & Cent. America;South America;0;0;0;197.1638673;1.68707754;2.704654841;34.12776195
1991;151.976577;BRA;76;S. & Cent. America;South America;0;0;0;206.4451014;2.018096804;2.811746133;33.73005738
1992;154.564278;BRA;76;S. & Cent. America;South America;0;0;0;216.7223078;1.889277059;3.18521019;34.24078599
1993;157.132682;BRA;76;S. & Cent. America;South America;0;0;0;227.7139645;1.877712375;3.731266296;34.94626943
1994;159.705123;BRA;76;S. & Cent. America;South America;0;0;0;237.6445686;2.094148736;4.074952845;36.24005142
1995;162.296612;BRA;76;S. & Cent. America;South America;0;0;0;251.916953;2.054397391;4.497415858;37.50399419
1996;164.913306;BRA;76;S. & Cent. America;South America;0;0;0;271.4479116;1.914669889;4.914664473;42.53331285
1997;167.545164;BRA;76;S. & Cent. America;South America;0;0;0;284.6155955;2.240403459;5.349667496;45.59616963
1998;170.17064;BRA;76;S. & Cent. America;South America;0;0;0;294.7424183;2.192356678;5.603890765;52.67921049
1999;172.759243;BRA;76;S. & Cent. America;South America;0;0;0;297.9991498;2.246263086;6.579985668;59.49658026
2000;175.287587;BRA;76;S. & Cent. America;South America;0;0;0;302.2143215;2.685060529;6.629160027;67.08903453
2001;177.75067;BRA;76;S. & Cent. America;South America;0;0;0;311.2948732;2.305142373;6.770247677;70.2271126
2002;180.151021;BRA;76;S. & Cent. America;South America;0;0;0;311.2435435;2.071315625;8.179342855;78.60667254
2003;182.482149;BRA;76;S. & Cent. America;South America;0;0;0;308.5436117;1.905333783;8.885736298;81.51497595
2004;184.738458;BRA;76;S. & Cent. America;South America;0;0;0;323.5374956;2.228918878;9.772809786;80.9041173
2005;186.917361;BRA;76;S. & Cent. America;South America;0;0;0;330.6163568;2.449680278;9.665899148;88.98141703
